FID,WGHM_BASIN,PAPA_BASIN,EAG_CNUM,WGHM_CNUM,EAG_AREA,INTCT_AREA,AREA_FRC
171,21,21,471103,42879,772.061973139999960,772.061973139999960,1.000000000000000
172,21,21,471104,42879,772.061973139999960,558.839081641000010,0.723826714801000
173,21,21,472403,42589,770.491849803000040,579.955056620000050,0.752707581227000
174,21,21,472404,42589,770.491849803000040,770.491849803000040,1.000000000000000
175,21,21,472405,42589,770.491849803000040,37.551046831599997,0.048736462093900
176,21,21,473700,42589,771.682996982999950,152.671096525000000,0.197841726618000
177,21,21,473701,42589,771.682996982999950,768.907158864000050,0.996402877697000
178,21,21,473702,42589,771.682996982999950,463.564965813000010,0.600719424460000
179,21,21,472401,42588,770.491849803000040,426.969310269999990,0.554151624549000
180,21,21,472402,42588,770.491849803000040,770.491849803000040,1.000000000000000
181,21,21,472403,42588,770.491849803000040,190.536793182000000,0.247292418772000
182,21,21,473699,42588,771.682996982999950,771.682996981999960,0.999999999999000
183,21,21,473700,42588,771.682996982999950,616.236062339000000,0.798561151079000
