cell_num,arc_id,longitude,latitude
431.0,431.0,-27.25,81.75
432.0,432.0,-26.75,81.75
433.0,433.0,-26.25,81.75
434.0,434.0,-25.75,81.75
435.0,435.0,-25.25,81.75
436.0,436.0,-24.75,81.75
437.0,437.0,-24.25,81.75
438.0,438.0,-23.75,81.75
439.0,439.0,-23.25,81.75
440.0,440.0,-22.75,81.75
441.0,441.0,-22.25,81.75
442.0,442.0,-21.75,81.75
443.0,443.0,-21.25,81.75
444.0,444.0,-20.75,81.75
445.0,445.0,-20.25,81.75
446.0,446.0,-19.75,81.75
447.0,447.0,-19.25,81.75
448.0,448.0,-18.75,81.75
449.0,449.0,-18.25,81.75
450.0,450.0,-17.75,81.75
451.0,451.0,-17.25,81.75
452.0,452.0,-16.75,81.75
453.0,453.0,-16.25,81.75
454.0,454.0,-15.75,81.75
455.0,455.0,-15.25,81.75
456.0,456.0,-14.75,81.75
457.0,457.0,-14.25,81.75
458.0,458.0,-13.75,81.75
459.0,459.0,-13.25,81.75
460.0,460.0,-12.75,81.75
461.0,461.0,-12.25,81.75
462.0,462.0,-11.75,81.75
463.0,463.0,57.75,81.75
464.0,464.0,58.25,81.75
465.0,465.0,58.75,81.75
466.0,466.0,59.25,81.75
467.0,467.0,62.25,81.75
468.0,468.0,62.75,81.75
469.0,469.0,63.25,81.75
470.0,470.0,63.75,81.75
471.0,471.0,-94.25,81.25
472.0,472.0,-93.75,81.25
473.0,473.0,-93.25,81.25
474.0,474.0,-92.75,81.25
475.0,475.0,-92.25,81.25
476.0,476.0,-91.75,81.25
477.0,477.0,-90.75,81.25
478.0,478.0,-90.25,81.25
479.0,479.0,-89.75,81.25
480.0,480.0,-89.25,81.25
481.0,481.0,-88.75,81.25
482.0,482.0,-88.25,81.25
483.0,483.0,-87.75,81.25
484.0,484.0,-87.25,81.25
485.0,485.0,-86.75,81.25
486.0,486.0,-86.25,81.25
487.0,487.0,-85.75,81.25
488.0,488.0,-85.25,81.25
489.0,489.0,-84.75,81.25
490.0,490.0,-84.25,81.25
491.0,491.0,-83.75,81.25
492.0,492.0,-83.25,81.25
493.0,493.0,-82.75,81.25
494.0,494.0,-82.25,81.25
495.0,495.0,-81.75,81.25
496.0,496.0,-81.25,81.25
497.0,497.0,-80.75,81.25
498.0,498.0,-80.25,81.25
499.0,499.0,-79.75,81.25
500.0,500.0,-79.25,81.25
501.0,501.0,-78.75,81.25
502.0,502.0,-78.25,81.25
503.0,503.0,-77.75,81.25
504.0,504.0,-77.25,81.25
505.0,505.0,-76.75,81.25
506.0,506.0,-76.25,81.25
507.0,507.0,-75.75,81.25
508.0,508.0,-75.25,81.25
509.0,509.0,-74.75,81.25
510.0,510.0,-74.25,81.25
511.0,511.0,-73.75,81.25
